r,t,e,y,AnnualTechnologyEmission
"Greece","PWRHYDR","RETarget",2021,0
"Greece","PWRHYDR","RETarget",2022,0
"Greece","PWRHYDR","RETarget",2023,0
"Greece","PWRHYDR","RETarget",2024,0
"Greece","PWRHYDR","RETarget",2025,0
"Greece","PWRHYDR","RETarget",2026,0
"Greece","PWRHYDR","RETarget",2027,0
"Greece","PWRHYDR","RETarget",2028,0
"Greece","PWRHYDR","RETarget",2029,0
"Greece","PWRHYDR","RETarget",2030,0
"Greece","PWRHYDR","RETarget",2031,0
"Greece","PWRHYDR","RETarget",2032,0
"Greece","PWRHYDR","RETarget",2033,0
"Greece","PWRHYDR","RETarget",2034,0
"Greece","PWRHYDR","RETarget",2035,0
"Greece","PWRHYDR","RETarget",2036,0
"Greece","PWRHYDR","RETarget",2037,0
"Greece","PWRHYDR","RETarget",2038,0
"Greece","PWRHYDR","RETarget",2039,0
"Greece","PWRHYDR","RETarget",2040,0
"Greece","PWRHYDR","RETarget",2041,0
"Greece","PWRHYDR","RETarget",2042,0
"Greece","PWRHYDR","RETarget",2043,0
"Greece","PWRHYDR","RETarget",2044,0
"Greece","PWRHYDR","RETarget",2045,0
"Greece","PWRHYDR","RETarget",2046,0
"Greece","PWRHYDR","RETarget",2047,0
"Greece","PWRHYDR","RETarget",2048,0
"Greece","PWRHYDR","RETarget",2049,0
"Greece","PWRHYDR","RETarget",2050,0
"Greece","PWRHYDR","MAR",2019,0
"Greece","PWRHYDR","MAR",2020,0
"Greece","PWRHYDR","MAR",2021,0
"Greece","PWRHYDR","MAR",2022,0
"Greece","PWRHYDR","MAR",2023,0
"Greece","PWRHYDR","MAR",2024,0
"Greece","PWRHYDR","MAR",2025,0
"Greece","PWRHYDR","MAR",2026,0
"Greece","PWRHYDR","MAR",2027,0
"Greece","PWRHYDR","MAR",2028,0
"Greece","PWRHYDR","MAR",2029,0
"Greece","PWRHYDR","MAR",2030,0
"Greece","PWRHYDR","MAR",2031,0
"Greece","PWRHYDR","MAR",2032,0
"Greece","PWRHYDR","MAR",2033,0
"Greece","PWRHYDR","MAR",2034,0
"Greece","PWRHYDR","MAR",2035,0
"Greece","PWRHYDR","MAR",2036,0
"Greece","PWRHYDR","MAR",2037,0
"Greece","PWRHYDR","MAR",2038,0
"Greece","PWRHYDR","MAR",2039,0
"Greece","PWRHYDR","MAR",2040,0
"Greece","PWRHYDR","MAR",2041,0
"Greece","PWRHYDR","MAR",2042,0
"Greece","PWRHYDR","MAR",2043,0
"Greece","PWRHYDR","MAR",2044,0
"Greece","PWRHYDR","MAR",2045,0
"Greece","PWRHYDR","MAR",2046,0
"Greece","PWRHYDR","MAR",2047,0
"Greece","PWRHYDR","MAR",2048,0
"Greece","PWRHYDR","MAR",2049,0
"Greece","PWRHYDR","MAR",2050,0
